1	0.0441176
2	0.882353
3	-0.0147059
4	0.926471
5	0.411765
6	0.0735294
7	-0.573529
8	0.117647
9	0.0441176
10	0.882353
11	-0.0147059
12	0.926471
13	0.235294
14	0.0735294
15	-0.0294118
16	0.117647
17	0.0882353
18	0.882353
19	-0.0147059
20	0.926471
21	-0.352941
22	0.0735294
23	0.0294118
24	0.117647
25	-0.0735294
26	0.882353
27	-0.0147059
28	0.926471
29	0.132353
30	0.0735294
31	-0.0882353
32	0.117647
33	-0.132353
34	0.882353
35	-0.0147059
36	0.926471
37	-0.294118
38	0.0735294
39	0.0735294
40	0.117647
41	-0.0294118
42	0.882353
43	-0.0147059
44	0.926471
45	-0.0735294
46	0.0882353
47	0.0147059
48	0.117647
49	0
50	0.882353
51	-0.0147059
52	0.926471
53	0.0441176
54	0.0882353
55	-0.176471
56	0.117647
57	0.132353
58	0.882353
59	-0.0147059
60	0.926471
61	0.102941
62	0.0882353
63	-0.294118
64	0.117647
65	-0.147059
66	0.882353
67	-0.0147059
68	0.926471
69	-0.102941
70	0.0882353
71	-0.0294118
72	0.117647
73	-0.0735294
74	0.882353
75	-0.0147059
76	0.926471
77	0.0147059
78	0.0882353
79	-0.102941
80	0.117647
81	0
82	0.882353
83	-0.0147059
84	0.926471
85	0
86	0.0882353
87	0.176471
88	0.117647
89	0.147059
90	0.882353
91	-0.0147059
92	0.926471
93	0.323529
94	0.0882353
95	0.0147059
96	0.117647
97	0.0882353
98	0.882353
99	-0.0147059
100	0.926471
101	0.0294118
102	0.0882353
103	0.470588
104	0.117647
105	-0.0147059
106	0.897059
107	-0.0147059
108	0.926471
109	-0.5
110	0.0882353
111	-0.0294118
112	0.117647
113	0.0588235
114	0.897059
115	-0.0147059
116	0.926471
117	-0.352941
118	0.0882353
119	-0.147059
120	0.117647
121	0
122	0.897059
123	-0.0147059
124	0.926471
125	0.0588235
126	0.0882353
127	0.338235
128	0.117647
129	0.0147059
130	0.897059
131	-0.0147059
132	0.926471
133	-0.0147059
134	0.0882353
135	0.264706
136	0.102941
137	0.161765
138	0.897059
139	-0.0147059
140	0.926471
141	-0.102941
142	0.0882353
143	-0.0735294
144	0.102941
145	-0.147059
146	0.897059
147	-0.0147059
148	0.926471
149	-0.132353
150	0.0882353
151	0.132353
152	0.117647
153	-0.0588235
154	0.897059
155	-0.0147059
156	0.926471
157	0.294118
158	0.0882353
159	0
160	0.117647
161	0
162	0.897059
163	-0.0147059
164	0.926471
165	0.205882
166	0.0882353
167	-0.0441176
168	0.117647
169	0.0294118
170	0.897059
171	-0.0147059
172	0.926471
173	-0.279412
174	0.0882353
175	0.132353
176	0.117647
177	0.0588235
178	0.897059
179	-0.0147059
180	0.926471
181	0.117647
182	0.102941
183	-0.397059
184	0.117647
185	0
186	0.897059
187	-0.0147059
188	0.926471
189	-0.132353
190	0.102941
191	-0.0882353
192	0.117647
193	-0.0441176
194	0.897059
195	-0.0147059
196	0.926471
197	0.0147059
198	0.102941
199	-0.117647
200	0.117647
201	0.0441176
202	0.897059
203	-0.0147059
204	0.926471
205	-0.235294
206	0.102941
207	0
208	0.102941
209	0.0735294
210	0.897059
211	-0.0147059
212	0.926471
213	0.191176
214	0.117647
215	0.323529
216	0.102941
217	0.0147059
218	0.897059
219	-0.0147059
220	0.926471
221	-0.0735294
222	0.117647
223	0.102941
224	0.117647
225	-0.161765
226	0.0735294
227	-0.352941
228	0.0588235
229	0.191176
230	0.117647
231	0.0588235
232	0.220588
233	-0.0294118
234	0.0735294
235	0.485294
236	0.0588235
237	0.0735294
238	0.117647
239	0.147059
240	0.220588
241	-0.397059
242	0.0735294
243	0.264706
244	0.0588235
245	0.220588
246	0.117647
247	-0.161765
248	0.220588
249	-0.426471
250	0.0735294
251	0.0294118
252	0.0588235
253	-0.367647
254	0.117647
255	-0.235294
256	0.220588
257	0
258	0.0735294
259	0.0735294
260	0.0588235
261	-0.0882353
262	0.117647
263	-0.382353
264	0.220588
265	0.294118
266	0.0735294
267	0
268	0.0588235
269	-0.485294
270	0.117647
271	-0.323529
272	0.220588
273	-0.0882353
274	0.0735294
275	0.441176
276	0.0588235
277	-0.0441176
278	0.117647
279	-0.147059
280	0.220588
281	-0.352941
282	0.0735294
283	-0.426471
284	0.0588235
285	0.161765
286	0.117647
287	-0.602941
288	0.220588
